,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score
0,963395.0,"Top Stocks In The Surety & Title Insurance Industry With The Highest Dividend Yield (ORI, FNF, FAF, STC) ",2010-04-13 05:00:00-04:00,ORI,Stock Trends,0.2128719687461853,Investment News,0.3217892050743103
1,102011.0,"Asterias Provides 6 Mo. Data Readout From Its AST-OPC1 Phase 1/2a Clinical Trial, Says Results Continue to Demonstrate Favorable Safety Profile, Potential for Durable Cell Engraftment at the Injury Site and Improved Motor Function",2018-07-17 07:05:00-04:00,AST,Asset Trends,0.1190928071737289,Company News,0.419818103313446
2,952152.0,ONEOK Partners to Participate in Bakken Day,2010-08-04 16:22:00-04:00,OKS,Employment,0.3101617693901062,Company News,0.4286842346191406
3,189463.0,Shares of Broadsoft to Resume Trade at 4:35PM EST,2013-11-04 16:12:00-05:00,BSFT,Stock Trends,0.2624886631965637,Investment News,0.3500936031341553
4,535387.0,"Courier Corp Holder Gamco Reports 6.97%, Up From 0.05% Pn 12/31/2014",2015-03-30 16:20:00-04:00,GBL,Earnings,0.2544120848178863,Company News,0.5158108472824097
5,315074.0,The Deal Says Citrix Is Not Exploring A Possible Sale,2019-04-04 09:37:00-04:00,CTXS,M&A,0.1443479210138321,Company News,0.5046043992042542
6,831600.0,Marsh Subsidiary Marsh & McLennan To Acquire Benefits Advisory Group,2016-09-01 09:02:00-04:00,MMC,M&A,0.5274957418441772,Company News,0.4901354908943176
7,1088375.0,UPDATE: Transocean and Chevron Moving off Lows After Announcing Well in Brazil Not Leaking,2011-11-15 15:15:00-05:00,RIG,Stock Trends,0.3270547986030578,Company News,0.3741041123867035
8,409733.0,eFuture Announces Appointment of Ms. Ping Yu As CFO,2014-10-13 08:32:00-04:00,EFUT,Employment,0.2142401337623596,Company News,0.6219872832298279
9,226541.0,Cedar Shopping Centers Closes Purchase of New Jersey Center for $26.3M ,2010-10-13 14:31:00-04:00,CDR,M&A,0.137282595038414,Company News,0.4662453234195709
10,308071.0,"Jefferies: In Software, 'All Growth Is Not Created Equal'",2015-05-20 16:12:00-04:00,CSOD,Tech Developments,0.3161384761333465,Investment News,0.3040332198143005
11,435198.0,For The Bold: Bearish Energy ETF Ideas,2015-08-05 15:42:00-04:00,ERY,Investment Strategies,0.4409655928611755,Investment News,0.4954710602760315
12,1007454.0,Top 4 NYSE Stocks In The Industrial Equipment & Components Industry With The Highest Dividend Yield ,2013-07-18 04:26:00-04:00,PH,Stock Trends,0.2485271841287613,Investment News,0.4608699679374695
13,657874.0,Independence Holding Co. Raises Semi-Annual Dividend From $0.06 to $0.10/Share,2017-12-20 16:18:00-05:00,IHC,Fund Activities,0.1058064103126525,Company News,0.3247486352920532
14,1244223.0,8 Biotechs With Coronavirus Vaccines In Development,2020-03-16 10:42:00-04:00,TNXP,Tech Developments,0.4737392961978912,Company News,0.2746030688285827
15,384743.0,Stocks Hitting 52-Week Lows,2013-05-08 10:03:00-04:00,DSCO,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
16,384743.0,Stocks Hitting 52-Week Lows,2013-05-08 10:03:00-04:00,DSCO,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
17,384743.0,Stocks Hitting 52-Week Lows,2013-05-08 10:03:00-04:00,DSCO,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
18,384743.0,Stocks Hitting 52-Week Lows,2013-05-08 10:03:00-04:00,DSCO,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
19,384743.0,Stocks Hitting 52-Week Lows,2013-05-08 10:03:00-04:00,DSCO,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
20,1139004.0,Stocks Hitting 52-Week Lows,2014-07-22 11:02:00-04:00,SILC,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
21,1139004.0,Stocks Hitting 52-Week Lows,2014-07-22 11:02:00-04:00,SILC,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
22,1139004.0,Stocks Hitting 52-Week Lows,2014-07-22 11:02:00-04:00,SILC,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
23,1139004.0,Stocks Hitting 52-Week Lows,2014-07-22 11:02:00-04:00,SILC,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
24,1139004.0,Stocks Hitting 52-Week Lows,2014-07-22 11:02:00-04:00,SILC,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
25,320099.0,Stocks Hitting 52-Week Lows,2014-03-13 10:29:00-04:00,CVLT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
26,320099.0,Stocks Hitting 52-Week Lows,2014-03-13 10:29:00-04:00,CVLT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
27,320099.0,Stocks Hitting 52-Week Lows,2014-03-13 10:29:00-04:00,CVLT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
28,320099.0,Stocks Hitting 52-Week Lows,2014-03-13 10:29:00-04:00,CVLT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
29,320099.0,Stocks Hitting 52-Week Lows,2014-03-13 10:29:00-04:00,CVLT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
30,1106960.0,Stocks Hitting 52-Week Lows,2016-08-12 10:20:00-04:00,RT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
31,1106960.0,Stocks Hitting 52-Week Lows,2016-08-12 10:20:00-04:00,RT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
32,1106960.0,Stocks Hitting 52-Week Lows,2016-08-12 10:20:00-04:00,RT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
33,1106960.0,Stocks Hitting 52-Week Lows,2016-08-12 10:20:00-04:00,RT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
34,1106960.0,Stocks Hitting 52-Week Lows,2016-08-12 10:20:00-04:00,RT,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
35,957050.0,Stocks Hitting 52-Week Lows,2013-10-22 10:13:00-04:00,ONTX,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
36,957050.0,Stocks Hitting 52-Week Lows,2013-10-22 10:13:00-04:00,ONTX,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
37,957050.0,Stocks Hitting 52-Week Lows,2013-10-22 10:13:00-04:00,ONTX,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
38,957050.0,Stocks Hitting 52-Week Lows,2013-10-22 10:13:00-04:00,ONTX,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
39,957050.0,Stocks Hitting 52-Week Lows,2013-10-22 10:13:00-04:00,ONTX,Stock Trends,0.3920178413391113,Investment News,0.3583568334579468
40,1315944.0,PiperJaffray Downgrades Valley National to Neutral,2016-08-08 06:54:00-04:00,VLY,Stock Trends,0.1101191863417625,Company News,0.3252268731594085
41,1027920.0,"Elliott Says Akzo CEO Buchmer, 'Clearly Not Listening To Shareholders' By Refusing To Meet PPG Proposal",2017-03-23 09:03:00-04:00,PPG,M&A,0.1332132816314697,Company News,0.3835925161838531
42,307942.0,Cornerstone OnDemand Guides Q2 Revenues Of $137M-$140M Vs. $137.36M Estimate; Guides FY19 Revenues Of $562M-$570M Vs. $563.72M Estimate,2019-05-07 16:47:00-04:00,CSOD,Leadership,0.1796687394380569,Company News,0.3178146183490753
